Id,SalePrice
1461,136100.47619047618
1462,159809.1666666667
1463,191939.3333333333
1464,189112.77777777778
1465,196476.6666666667
1466,183488.26666666666
1467,161503.94666666668
1468,177812.16666666666
1469,185576.66666666666
1470,116847.02380952382
1471,203270.7
1472,87747.63333333333
1473,91539.3
1474,158594.16666666666
1475,150605.0
1476,361008.66000000003
1477,256124.63333333336
1478,290364.25
1479,259097.76666666666
1480,445866.6
1481,285869.93333333335
1482,211593.0
1483,172369.73333333334
1484,181817.5
1485,170361.625
1486,207052.5
1487,302149.2
1488,262402.7333333333
1489,216810.66666666666
1490,204987.5
1491,192688.11428571428
1492,121867.6
1493,170430.0
1494,311695.1
1495,318643.3333333333
1496,216588.0
1497,186000.0
1498,160483.2
1499,160918.0
1500,137568.3
1501,180136.6666666667
1502,159945.0
1503,294403.6
1504,232685.76666666666
1505,217875.9166666667
1506,176305.0
1507,210527.3333333333
1508,188755.0
1509,153341.66666666666
1510,149250.0
1511,147933.33333333334
1512,164625.0
1513,147648.26666666666
1514,181830.5
1515,204950.0
1516,172119.0
1517,155649.1666666667
1518,126540.0
1519,225950.0
1520,136520.0
1521,150005.0
1522,167726.3333333333
1523,118720.93333333332
1524,121806.95333333334
1525,127285.8
1526,133848.3333333333
1527,84565.0
1528,138757.5
1529,144090.0
1530,173875.0
1531,124001.5
1532,110246.66666666667
1533,152520.18
1534,111836.66666666666
1535,173400.0
1536,120493.33333333333
1537,79137.775
1538,192840.0
1539,198500.0
1540,96550.0
1541,165107.5
1542,151783.33333333334
1543,219690.0
1544,74966.66666666667
1545,96708.92857142857
1546,114660.96666666665
1547,143407.66666666666
1548,137267.65
1549,103575.96666666667
1550,149069.2
1551,120249.16666666667
1552,141025.3
1553,141078.3333333333
1554,121071.86666666665
1555,167850.0
1556,105960.93333333332
1557,124374.16666666667
1558,81489.3
1559,128306.66666666667
1560,143637.5
1561,158696.6666666667
1562,122752.02380952382
1563,116005.35714285713
1564,150094.08333333334
1565,151820.0
1566,211585.6
1567,80993.12380952382
1568,209800.0
1569,138571.7
1570,115945.5
1571,140782.5
1572,150927.44047619047
1573,259929.2222222222
1574,108530.51666666665
1575,215965.0
1576,198785.0
1577,199249.5
1578,178869.86666666664
1579,136465.00000000003
1580,199590.0
