Id,SalePrice
1461,129500.0
1462,154259.16666666666
1463,180146.16666666666
1464,185490.03333333333
1465,203433.18333333332
1466,182768.0
1467,170328.45
1468,174718.86666666667
1469,182921.6
1470,124278.46666666666
1471,195651.43333333332
1472,102412.81666666667
1473,101438.76666666666
1474,157813.16666666666
1475,138362.5
1476,391624.63333333336
1477,263355.2166666667
1478,304174.01666666666
1479,239732.06666666668
1480,443167.8
1481,307341.9166666667
1482,209284.1
1483,178622.06666666668
1484,177294.8
1485,166672.33333333334
1486,198221.66666666666
1487,347507.9
1488,252532.23333333334
1489,212803.33333333334
1490,189413.33333333334
1491,187257.66666666666
1492,104874.6
1493,176957.2
1494,298654.15
1495,314578.5333333333
1496,221962.36666666667
1497,182038.86666666667
1498,151841.6
1499,151512.73333333334
1500,145731.61666666667
1501,176835.56666666668
1502,155920.7
1503,294616.26666666666
1504,226758.91666666666
1505,216538.96666666667
1506,178000.36666666667
1507,206643.33333333334
1508,195913.73333333334
1509,158398.33333333334
1510,147629.85
1511,149552.65
1512,170750.0
1513,154497.28333333333
1514,169638.73333333334
1515,181821.23333333334
1516,164884.98333333334
1517,148732.5
1518,135846.1
1519,231952.9
1520,133534.16666666666
1521,146068.33333333334
1522,179930.4
1523,119416.08333333333
1524,125172.5
1525,125125.81666666667
1526,129977.5
1527,107301.5
1528,133027.56666666668
1529,145801.23333333334
1530,171648.33333333334
1531,132187.18333333332
1532,104855.83333333333
1533,153130.3
1534,116425.1
1535,154298.33333333334
1536,115897.93333333333
1537,77099.41666666667
1538,195250.21666666667
1539,238905.4
1540,110811.66666666667
1541,159364.71666666667
1542,138593.33333333334
1543,220282.6
1544,86504.53333333334
1545,97709.88333333333
1546,118921.2
1547,137957.8
1548,133022.13333333333
1549,115571.9
1550,145122.8
1551,112524.75
1552,146783.65
1553,146334.58333333334
1554,108016.53333333334
1555,166335.0
1556,93003.33333333333
1557,128891.58333333333
1558,95790.71666666666
1559,116685.61666666667
1560,151160.0
1561,151059.16666666666
1562,127274.16666666667
1563,123381.66666666667
1564,164243.88333333333
1565,153588.03333333333
1566,218503.45
1567,83946.55
1568,213256.66666666666
1569,145801.63333333333
1570,121147.26666666666
1571,134544.26666666666
1572,144082.5
1573,255433.46666666667
1574,107529.4
1575,204498.1
1576,211227.46666666667
1577,207009.33333333334
1578,153486.75
1579,142411.83333333334
1580,190598.83333333334
1581,139067.91666666666
1582,127407.5
1583,344239.36666666664
1584,229465.41666666666
1585,139213.33333333334
1586,74747.65
1587,96133.16666666667
1588,149506.4
1589,102376.15
1590,129742.5
1591,102616.66666666667
1592,124382.5
1593,119177.63333333333
1594,129015.25
1595,117810.0
1596,230148.1
1597,166337.55
1598,186331.95
1599,206691.86666666667
1600,197310.93333333332
1601,63141.35
1602,111190.96666666666
1603,96469.2
1604,274874.6
1605,254422.86666666667
1606,167736.66666666666
1607,165681.73333333334
1608,214643.7
1609,201962.61666666667
1610,153764.1
1611,150256.48333333334
1612,150321.15
1613,173911.06666666668
1614,119672.5
1615,81128.58333333333
1616,74837.1
1617,82647.51666666666
1618,123880.0
1619,135968.76666666666
1620,142972.73333333334
1621,137365.83333333334
1622,153689.25
1623,299983.0833333333
1624,201333.23333333334
1625,128415.83333333333
1626,185348.33333333334
1627,195162.2
1628,287523.2
1629,173301.28333333333
1630,343306.95
1631,230852.96666666667
1632,255944.35
1633,166815.06666666668
1634,183528.5
1635,182220.83333333334
1636,163543.81666666668
1637,177254.78333333333
1638,208957.9
1639,181611.66666666666
1640,246716.86666666667
1641,175850.83333333334
1642,219912.48333333334
1643,224323.41666666666
1644,218307.01666666666
1645,168130.83333333334
1646,154873.33333333334
1647,163042.91666666666
1648,143475.31666666668
1649,136827.91666666666
1650,123329.16666666667
1651,121511.66666666667
1652,99945.31666666667
1653,98504.48333333334
1654,159416.66666666666
1655,155258.36666666667
1656,156097.33333333334
1657,159285.0
1658,158016.5
1659,145480.75
1660,146020.83333333334
1661,431905.5
1662,408760.85
1663,379820.7166666667
1664,440143.05
1665,314773.5833333333
1666,339469.6666666667
1667,364934.1666666667
1668,331586.23333333334
1669,297175.63333333336
1670,345243.35
1671,272092.98333333334
1672,458152.5
1673,300918.4666666667
1674,250651.93333333332
1675,186035.38333333333
1676,191210.43333333332
1677,218423.75
1678,451978.4666666667
1679,375672.36666666664
1680,327411.7833333333
1681,264889.5333333333
1682,307453.81666666665
1683,188165.66666666666
1684,167771.5
1685,171819.5
1686,167880.41666666666
1687,166589.75
1688,188795.88333333333
1689,185913.1
1690,184151.43333333332
1691,171506.08333333334
1692,257566.96666666667
1693,167607.28333333333
1694,187890.66666666666
1695,169460.86666666667
1696,271037.11666666664
1697,171208.53333333333
1698,355392.0333333333
1699,320460.05
1700,226534.58333333334
1701,269231.3333333333
1702,260863.78333333333
1703,253512.88333333333
1704,305451.48333333334
1705,236742.45
1706,442826.4
1707,216280.25
1708,221789.16666666666
1709,300886.56666666665
1710,231455.6
1711,256007.28333333333
1712,247504.71666666667
1713,249172.96666666667
1714,217690.83333333334
1715,201016.66666666666
1716,190642.91666666666
1717,174641.83333333334
1718,140991.21666666667
1719,199787.66666666666
1720,255767.28333333333
1721,176911.86666666667
1722,126615.0
1723,155548.33333333334
1724,212478.6
1725,230181.66666666666
1726,179343.03333333333
1727,176045.33333333334
1728,187053.38333333333
1729,163160.25
1730,162958.48333333334
1731,119996.81666666667
1732,131675.88333333333
1733,125499.71666666666
1734,132912.08333333334
1735,132956.66666666666
1736,117167.76666666666
1737,384115.8
1738,211012.91666666666
1739,276486.51666666666
1740,189936.2
1741,177040.83333333334
1742,175042.23333333334
1743,173742.75
1744,334758.0833333333
1745,237376.68333333332
1746,265829.88333333336
1747,211776.31666666668
1748,199841.66666666666
1749,159750.83333333334
1750,149399.93333333332
1751,220180.0
1752,123353.33333333333
1753,148636.55
1754,221019.65
1755,165125.0
1756,119134.15
1757,122081.66666666667
1758,143366.18333333332
1759,177987.23333333334
1760,158254.16666666666
1761,159635.61666666667
1762,162541.21666666667
1763,173016.66666666666
1764,116577.5
1765,185664.56666666668
1766,188233.33333333334
1767,204770.15
1768,139740.41666666666
1769,156848.9
1770,140845.83333333334
1771,135664.58333333334
1772,142369.16666666666
1773,139025.96666666667
1774,134928.46666666667
1775,132190.91666666666
1776,122310.48333333334
1777,118739.16666666667
1778,125765.83333333333
1779,120101.68333333333
1780,173771.56666666668
1781,127398.75
1782,92077.21666666666
1783,125695.06666666667
1784,89565.75
1785,115557.5
1786,144089.43333333332
1787,172748.75
1788,56707.65
1789,100960.0
1790,75570.8
1791,176749.75
1792,154912.5
1793,137849.31666666668
1794,141205.83333333334
1795,141526.25
1796,118161.31666666667
1797,133230.55
1798,122633.75
1799,114197.5
1800,127680.61666666667
1801,131609.5
1802,164169.58333333334
1803,155136.45
1804,140127.16666666666
1805,135114.58333333334
1806,113929.3
1807,151281.66666666666
1808,117412.81666666667
1809,124431.31666666667
1810,145427.23333333334
1811,119706.01666666666
1812,121507.58333333333
1813,117673.33333333333
1814,98578.45
1815,51332.25
1816,96434.36666666667
1817,113220.88333333333
1818,142268.33333333334
1819,115165.28333333334
1820,67706.63333333333
1821,122607.5
1822,150006.51666666666
1823,65985.91666666667
1824,132063.75
1825,131780.53333333333
1826,92362.86666666667
1827,105667.53333333334
1828,140903.95
1829,112991.26666666666
1830,147951.66666666666
1831,178073.31666666668
1832,108473.11666666667
1833,150515.56666666668
1834,135515.7
1835,173586.63333333333
1836,127770.91666666667
1837,101839.73333333334
1838,128665.83333333333
1839,82201.73333333334
1840,168551.23333333334
1841,149907.21666666667
1842,84388.4
1843,144017.5
1844,142845.33333333334
1845,140451.51666666666
1846,148003.75
1847,142516.5
1848,59949.15
1849,119912.35
1850,124706.25
1851,147071.4
1852,127202.16666666667
1853,128198.21666666666
1854,175960.68333333332
1855,146895.61666666667
1856,210653.33333333334
1857,159110.63333333333
1858,135558.08333333334
1859,120591.9
1860,153814.16666666666
1861,121109.26666666666
1862,266588.4
1863,261077.93333333332
1864,261077.93333333332
1865,331742.9666666667
1866,340900.25
1867,246270.38333333333
1868,310953.65
1869,190329.76666666666
1870,251312.3
1871,245166.2
1872,169542.91666666666
1873,216467.48333333334
1874,138035.0
1875,201724.86666666667
1876,188934.16666666666
1877,206657.63333333333
1878,219652.96666666667
1879,127607.5
1880,134882.21666666667
1881,249150.55
1882,256633.93333333332
1883,199149.16666666666
1884,215738.81666666668
1885,269740.6666666667
1886,305500.86666666664
1887,201371.33333333334
1888,281753.65
1889,160291.18333333332
1890,130948.48333333334
1891,143235.55
1892,109925.7
1893,134624.58333333334
1894,128567.85
1895,150545.83333333334
1896,120911.66666666667
1897,116565.83333333333
1898,106298.4
1899,123827.5
1900,142850.28333333333
1901,153360.53333333333
1902,124264.35
1903,224884.3
1904,133760.41666666666
1905,164886.9
1906,152815.7
1907,181985.8
1908,109645.82222222221
1909,129184.28888888888
1910,119235.12222222221
1911,187779.56666666668
1912,258042.5
1913,148445.43333333332
1914,66822.96666666666
1915,320909.48333333334
1916,79192.5
1917,257650.95
1918,129708.33333333333
1919,155306.18333333332
1920,153422.38333333333
1921,410966.26666666666
1922,327772.76666666666
1923,195530.0
1924,235753.0
1925,219787.88333333333
1926,384996.2166666667
1927,137154.16666666666
1928,156820.83333333334
1929,125354.71666666666
1930,122592.5
1931,141134.33333333334
1932,133035.0
1933,155756.38333333333
1934,190181.33333333334
1935,177951.33333333334
1936,190414.16666666666
1937,183999.5
1938,166263.45
1939,247210.61666666667
1940,202718.68333333332
1941,179765.7
1942,193543.16666666666
1943,194160.33333333334
1944,310807.23333333334
1945,350598.88333333336
1946,169857.6
1947,307614.88333333336
1948,174072.06666666668
1949,245632.5
